gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,n_services,charge_tenure_ratio,charge_consistency,tenure_log,is_new_user,is_long_term,MonthlyCharges_log,TotalCharges_log,AvgCharges,LongTermCustomer
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,47.95,47.95,0,0,0,0,0,1,0,2,47.95,1.0,0.6931471805599453,1,0,3.8907993689765195,3.8907993689765195,47.95,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,45.1,45.1,1,0,0,0,0,1,0,1,45.1,1.0,0.6931471805599453,1,0,3.8308129500026027,3.8308129500026027,45.1,0
0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,45.0,45.0,0,0,0,0,0,1,0,1,45.0,1.0,0.6931471805599453,1,0,3.828641396489095,3.828641396489095,45.0,0
1,0,0,0,24,1,0,0,0,0,1,1,1,0,1,96.0,2122.45,1,1,0,0,0,1,0,4,4.0,0.9212022569444444,3.2188758248682006,0,0,4.574710978503383,7.66079740344362,88.43541666666665,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20.05,20.05,1,0,1,1,0,0,0,1,20.05,1.0,0.6931471805599453,1,0,3.0469005601283903,3.0469005601283903,20.05,0
1,1,0,0,54,1,1,0,1,0,0,0,1,0,1,90.05,4931.8,0,1,0,0,0,1,0,4,1.6675925925925925,1.0142102124334218,4.007333185232471,0,1,4.511408806173617,8.503662057131885,91.32962962962964,1
0,0,0,0,4,1,1,0,0,0,0,0,0,2,1,25.3,116.95,0,0,1,0,1,0,0,2,6.325,1.1556324110671936,1.6094379124341003,1,0,3.269568939183719,4.770260805853684,29.2375,0
1,0,1,1,65,1,1,1,0,1,1,1,1,2,0,108.65,6937.95,1,1,0,1,0,0,0,7,1.6715384615384616,0.9823993769690962,4.189654742026425,0,1,4.697293474863897,8.84490574522436,106.7376923076923,1
0,0,1,0,56,1,1,0,0,0,0,0,0,1,0,24.3,1261.7,0,0,1,0,0,1,0,2,0.43392857142857144,0.92717519106408,4.04305126783455,0,1,3.2308043957334744,7.141007564444634,22.530357142857145,1
1,0,0,0,45,1,0,1,0,1,0,1,1,0,1,75.95,3273.8,0,0,0,0,0,1,0,5,1.6877777777777778,0.957881647282569,3.828641396489095,0,0,4.343155860284888,8.094012077502294,72.75111111111111,1
0,0,1,1,71,1,0,0,0,0,0,0,0,2,0,19.7,1415.85,0,0,1,0,1,0,0,1,0.27746478873239433,1.012261385572317,4.276666119016055,0,1,3.0301337002713233,7.256191376642079,19.941549295774646,1
1,0,1,0,59,1,0,1,1,1,0,1,0,1,0,66.4,3958.2,0,0,0,0,1,0,0,5,1.1254237288135593,1.0103634878497039,4.0943445622221,0,1,4.210645017918261,8.283797263637677,67.08813559322033,1
1,0,0,0,69,0,0,0,1,1,0,0,0,1,1,35.75,2492.25,0,0,0,1,0,0,0,2,0.5181159420289855,1.0103374885983583,4.248495242049359,0,1,3.6041382256588457,7.821342359281977,36.119565217391305,1
1,0,0,0,19,1,0,0,0,0,0,0,0,1,0,18.8,279.2,0,0,1,0,0,0,1,1,0.9894736842105264,0.7816349384098544,2.995732273553991,0,0,2.9856819377004897,5.635503633902907,14.694736842105263,0
0,0,1,1,55,1,0,0,0,0,0,0,0,2,0,19.4,1083.0,0,0,1,0,1,0,0,1,0.3527272727272727,1.0149953139643861,4.02535169073515,0,1,3.0155349008501706,6.988413181999592,19.69090909090909,1
0,0,0,0,38,1,0,0,0,0,0,0,0,1,0,19.3,755.5,0,0,1,0,0,0,1,1,0.5078947368421053,1.0301336242159804,3.6635616461296463,0,0,3.0106208860477417,6.62870253322841,19.88157894736842,1
1,0,0,0,10,1,0,0,0,0,0,0,0,0,1,45.55,402.6,1,0,0,0,0,1,0,1,4.555,0.8838638858397366,2.3978952727983707,0,0,3.840527003723076,6.000424288479454,40.260000000000005,0
0,1,1,0,47,1,1,1,1,1,0,0,0,0,1,67.45,3252.0,0,0,0,0,1,0,0,5,1.4351063829787234,1.0258189675567402,3.871201010907891,0,0,4.226103551734458,8.087332926473351,69.19148936170212,1
0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,35.1,68.75,1,0,0,0,0,1,0,1,17.55,0.9793447293447293,1.0986122886681098,1,0,3.586292865338835,4.244917420701475,34.375,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,46.2,46.2,1,0,0,0,1,0,0,1,46.2,1.0,0.6931471805599453,1,0,3.8543938925915096,3.8543938925915096,46.2,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,45.15,45.15,1,0,0,0,0,1,0,1,45.15,1.0,0.6931471805599453,1,0,3.8318969609488613,3.8318969609488613,45.15,0
1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,43.3,43.3,1,0,0,0,0,1,0,3,43.3,1.0,0.6931471805599453,1,0,3.7909846770510898,3.7909846770510898,43.3,0
1,0,1,1,46,1,0,0,0,0,0,0,0,2,1,20.1,936.85,0,0,1,0,0,0,1,1,0.43695652173913047,1.013248972528661,3.8501476017100584,0,0,3.0492730404820207,6.84359002150635,20.366304347826087,1
0,1,0,0,38,1,0,1,1,0,0,0,0,0,1,57.15,2250.65,1,0,0,0,1,0,0,3,1.5039473684210527,1.0363540083805316,3.6635616461296463,0,0,4.063025878964673,7.719418559774295,59.227631578947374,1
0,0,1,0,65,1,0,1,0,1,1,0,0,2,0,58.9,3857.1,0,0,0,0,1,0,0,4,0.9061538461538461,1.0074702886247877,4.189654742026425,0,1,4.092676505121403,8.257930113295641,59.339999999999996,1
0,0,1,0,19,1,0,1,0,0,0,0,0,0,1,73.2,1441.1,1,1,0,0,0,1,0,2,3.8526315789473684,1.0361662352602818,2.995732273553991,0,0,4.3067641501733345,7.273855663568025,75.84736842105262,0
1,0,0,0,52,1,0,0,1,0,0,0,1,0,1,85.35,4338.6,1,1,0,0,0,1,0,3,1.6413461538461538,0.9775584696498582,3.970291913552122,0,1,4.458408804592688,8.375537456948296,83.4346153846154,1
1,0,1,1,71,1,0,0,0,0,0,0,0,2,0,19.45,1378.45,0,0,1,0,0,0,1,1,0.27394366197183095,0.9981896520511242,4.276666119016055,0,1,3.017982882488811,7.229440147984164,19.414788732394367,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,45.95,45.95,1,0,0,0,0,0,1,1,45.95,1.0,0.6931471805599453,1,0,3.849083205654272,3.849083205654272,45.95,0
0,1,0,0,52,0,0,0,1,1,1,1,0,0,1,50.5,2566.3,0,0,0,0,0,1,0,4,0.9711538461538461,0.9772658035034273,3.970291913552122,0,1,3.9415818076696905,7.850610041981843,49.35192307692308,1
1,0,1,0,6,1,1,0,0,0,0,0,0,1,0,25.1,171.0,0,0,1,0,0,0,1,2,4.183333333333334,1.1354581673306772,1.9459101490553132,1,0,3.261935314328648,5.147494476813453,28.5,0
0,1,1,0,26,1,0,0,0,1,0,0,1,1,0,60.7,1597.4,0,0,0,0,0,0,1,3,2.3346153846153848,1.012165758459004,3.295836866004329,0,0,4.122283930911342,7.376758407894289,61.43846153846154,1
1,1,0,0,48,1,1,0,1,0,0,1,1,1,1,99.0,4744.35,0,1,0,0,0,1,0,5,2.0625,0.9983901515151516,3.8918202981106265,0,1,4.605170185988092,8.46492047017834,98.840625,1
0,0,1,1,64,1,1,1,0,0,1,1,1,1,1,104.4,6721.6,0,1,0,1,0,0,0,6,1.63125,1.0059865900383143,4.174387269895637,0,1,4.657762636107262,8.813230263450754,105.025,1
0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,83.75,247.25,1,1,0,0,0,1,0,3,27.916666666666668,0.9840796019900497,1.3862943611198906,1,0,4.43970574626056,5.514436302925282,82.41666666666667,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,44.05,44.05,0,0,0,1,0,0,0,1,44.05,1.0,0.6931471805599453,1,0,3.807772984054347,3.807772984054347,44.05,0
1,0,1,1,72,1,1,0,0,0,0,0,0,2,0,24.1,1734.65,0,0,1,0,1,0,0,2,0.33472222222222225,0.9996830336560627,4.290459441148391,0,1,3.2228678461377385,7.459137261990456,24.092361111111114,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,45.55,45.55,0,0,0,0,0,0,1,1,45.55,1.0,0.6931471805599453,1,0,3.840527003723076,3.840527003723076,45.55,0
0,0,1,1,51,1,1,1,1,0,0,0,1,0,1,93.8,4539.35,0,1,0,0,0,1,0,5,1.8392156862745097,0.94890045570467,3.9512437185814275,0,1,4.551769409260976,8.420759380574932,89.00686274509805,1
0,0,1,1,41,1,0,0,0,0,0,0,0,2,0,19.7,804.25,0,0,1,1,0,0,0,1,0.48048780487804876,0.9957286121084562,3.7376696182833684,0,0,3.0301337002713233,6.691152788211308,19.615853658536587,1
0,0,1,1,72,1,0,1,1,1,0,1,0,2,1,70.65,5011.15,0,0,0,0,1,0,0,5,0.9812500000000001,0.9851281748840134,4.290459441148391,0,1,4.271793154274181,8.519620243740507,69.59930555555555,1
0,0,1,0,43,1,1,1,1,0,1,1,1,2,0,86.45,3574.5,0,0,0,0,1,0,0,7,2.01046511627907,0.9615720876430791,3.784189633918261,0,0,4.471067201464611,8.181860305488451,83.12790697674419,1
1,0,1,0,72,1,1,1,1,1,1,1,1,2,1,114.1,8086.4,0,1,0,0,1,0,0,8,1.5847222222222221,0.9843217450579415,4.290459441148391,0,1,4.745801315727837,8.998062573972279,112.3111111111111,1
1,0,1,0,47,1,1,0,0,0,0,1,1,1,1,95.2,4563.0,0,1,0,0,1,0,0,4,2.0255319148936173,1.019801537636331,3.871201010907891,0,0,4.566429357671661,8.425954710981966,97.08510638297872,1
1,0,0,0,72,1,1,1,1,1,1,1,1,2,0,88.55,6362.35,0,0,0,0,1,0,0,8,1.229861111111111,0.9979217642261122,4.290459441148391,0,1,4.494797128506721,8.758310247220596,88.36597222222223,1
1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,20.75,67.1,0,0,1,0,1,0,0,1,6.916666666666667,1.0779116465863452,1.3862943611198906,1,0,3.079613757534693,4.220977213155467,22.366666666666664,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,70.05,70.05,1,1,0,0,0,1,0,1,70.05,1.0,0.6931471805599453,1,0,4.263383854543109,4.263383854543109,70.05,0
1,0,0,0,2,1,1,0,0,0,0,0,1,0,1,86.0,165.45,1,1,0,0,0,1,0,3,43.0,0.9619186046511627,1.0986122886681098,1,0,4.465908118654584,5.114694964021034,82.725,0
1,0,0,0,26,0,0,1,1,0,0,0,1,0,1,44.65,1156.55,0,0,0,1,0,0,0,3,1.7173076923076922,0.9962529072271514,3.295836866004329,0,0,3.8210036070409776,7.0540609815717215,44.482692307692304,1
1,0,1,1,29,1,0,1,0,0,0,0,1,0,1,60.2,1834.15,0,0,0,0,0,0,1,3,2.075862068965517,1.0506071714973078,3.4011973816621555,0,0,4.11414718951828,7.514881501017032,63.24655172413794,1
0,1,1,0,35,1,1,1,1,0,1,1,0,0,1,100.5,3653.35,1,1,0,1,0,0,0,6,2.8714285714285714,1.0386211798152096,3.58351893845611,0,0,4.620058798481842,8.203673517791433,104.38142857142857,1
1,0,0,0,27,1,0,1,1,0,0,0,0,1,0,55.45,1477.65,0,0,0,1,0,0,0,3,2.053703703703704,0.9869752529806632,3.332204510175204,0,0,4.033355290595671,7.298884788322935,54.72777777777778,1
1,0,1,1,24,1,0,1,1,0,1,0,1,0,1,70.3,1706.45,0,0,0,0,1,0,0,5,2.9291666666666667,1.011409435751541,3.2188758248682006,0,0,4.26689632742025,7.4427563084393356,71.10208333333334,0
1,0,1,1,67,1,0,1,0,1,1,0,0,2,1,60.4,3953.7,0,0,0,1,0,0,0,4,0.9014925373134328,0.9769941682316893,4.219507705176107,0,1,4.117409835153096,8.282660023974554,59.01044776119403,1
0,0,0,0,16,1,1,0,0,0,0,0,0,0,0,72.65,1194.3,1,1,0,0,0,1,0,2,4.540625,1.0274432209222297,2.833213344056216,0,0,4.299324142908639,7.086152478883935,74.64375,0
0,0,0,0,23,1,0,0,1,1,0,0,0,1,0,55.8,1327.85,0,0,0,1,0,0,0,3,2.426086956521739,1.0346345644382111,3.1780538303479458,0,0,4.039536325727106,7.192069185526151,57.73260869565217,0
1,0,0,0,14,0,0,0,1,0,0,0,0,0,1,31.1,419.7,0,0,0,0,0,0,1,1,2.2214285714285715,0.9639412034910426,2.70805020110221,0,0,3.4688560301359703,6.041919990596475,29.978571428571428,0
0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,21.0,21.0,1,0,1,0,0,1,0,1,21.0,1.0,0.6931471805599453,1,0,3.091042453358316,3.091042453358316,21.0,0
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,45.1,45.1,1,0,0,0,0,0,1,1,45.1,1.0,0.6931471805599453,1,0,3.8308129500026027,3.8308129500026027,45.1,0
1,1,0,0,4,0,0,0,1,0,0,1,1,0,1,50.95,207.35,0,0,0,0,1,0,0,3,12.7375,1.0174190382728163,1.6094379124341003,1,0,3.9502817175452365,5.339219357868463,51.8375,0
1,0,0,1,16,1,1,1,1,0,0,0,1,0,1,69.1,1083.7,0,0,0,0,0,1,0,5,4.31875,0.9801917510853836,2.833213344056216,0,0,4.249922794040544,6.989058730046172,67.73125,0
0,0,1,0,46,0,0,0,0,0,0,1,1,0,1,43.95,2007.85,0,0,0,0,0,1,0,2,0.9554347826086957,0.993149329771974,3.8501476017100584,0,0,3.8055507609176296,7.605317698015492,43.64891304347826,1
1,0,0,1,68,1,1,1,1,0,1,1,1,2,1,86.5,5882.75,0,0,0,1,0,0,0,7,1.2720588235294117,1.000127507650459,4.23410650459726,0,1,4.471638793363569,8.679949592715351,86.51102941176471,1
1,0,0,0,38,1,1,1,1,1,1,0,0,0,0,69.95,2657.55,0,0,0,0,0,1,0,6,1.8407894736842105,0.9997930852864829,3.6635616461296463,0,0,4.261975403606051,7.885536140365803,69.93552631578947,1
1,1,1,0,30,1,0,0,1,0,0,0,0,0,1,50.4,1527.5,1,0,0,1,0,0,0,2,1.68,1.0102513227513228,3.4339872044851463,0,0,3.9396381724611196,7.33204214133089,50.916666666666664,1
0,1,0,0,5,1,0,0,0,0,0,0,1,0,0,78.95,378.4,1,1,0,0,0,1,0,2,15.790000000000001,0.9585813806206459,1.791759469228055,1,0,4.381401439279963,5.938591057500914,75.67999999999999,0
1,0,0,0,17,1,0,0,1,1,0,0,1,0,1,90.95,1612.2,0,1,0,0,1,0,0,4,5.3500000000000005,1.0427190117388352,2.8903717578961645,0,0,4.52124495105033,7.385975062999213,94.83529411764707,0
1,0,1,1,4,1,0,0,0,0,0,0,0,2,0,19.9,76.65,0,0,1,0,0,0,1,1,4.975,0.9629396984924624,1.6094379124341003,1,0,3.039749158970765,4.3522115495946965,19.1625,0
0,0,0,0,12,1,0,0,0,0,0,0,0,1,0,20.15,260.7,0,0,1,0,0,1,0,1,1.6791666666666665,1.0781637717121588,2.5649493574615367,0,0,3.0516399054922867,5.5671988095361,21.724999999999998,0
1,0,1,1,72,1,1,1,1,1,1,1,1,2,1,90.6,6441.85,0,0,0,0,1,0,0,8,1.2583333333333333,0.9875291268089282,4.290459441148391,0,1,4.517431271680085,8.770726267787392,89.4701388888889,1
1,0,0,0,3,1,0,0,0,0,0,1,1,0,1,92.0,266.8,0,1,0,0,0,1,0,3,30.666666666666668,0.9666666666666667,1.3862943611198906,1,0,4.532599493153256,5.5902404332570725,88.93333333333334,0
1,0,0,0,56,1,1,0,1,0,1,0,1,0,1,94.45,5124.6,1,1,0,0,0,1,0,5,1.686607142857143,0.9688799818498073,4.04305126783455,0,1,4.558602550171757,8.542002870324811,91.51071428571429,1
0,0,0,0,41,1,1,0,0,0,0,0,0,1,1,24.85,962.25,0,0,1,0,0,0,1,2,0.6060975609756097,0.9444471708298572,3.7376696182833684,0,0,3.2523106009544382,6.870312983506267,23.46951219512195,1
1,0,0,0,40,0,0,0,1,0,1,0,0,1,0,36.0,1382.9,0,0,0,0,1,0,0,2,0.9,0.9603472222222222,3.713572066704308,0,0,3.6109179126442243,7.232660879231885,34.572500000000005,1
0,0,0,0,7,1,0,1,1,0,1,1,1,0,1,78.5,571.05,0,0,0,0,0,1,0,6,11.214285714285714,1.0392174704276613,2.0794415416798357,0,0,4.375757021660286,6.349226400146953,81.57857142857142,0
1,0,0,0,69,1,0,0,0,0,0,0,0,2,0,19.95,1399.35,0,0,1,0,1,0,0,1,0.2891304347826087,1.0165631469979295,4.248495242049359,0,1,3.0421386463681466,7.2444774843585575,20.280434782608694,1
1,0,1,1,7,1,0,0,0,0,0,0,0,1,0,20.65,150.0,0,0,1,0,0,0,1,1,2.9499999999999997,1.0377032168799725,2.0794415416798357,0,0,3.075005454448499,5.017279836814924,21.428571428571427,0
0,0,1,1,5,0,0,0,1,0,0,0,0,0,1,30.5,167.2,0,0,0,0,0,1,0,1,6.1,1.0963934426229507,1.791759469228055,1,0,3.449987545831587,5.125153747538848,33.44,0
0,0,1,1,72,1,1,1,1,1,1,1,0,2,0,106.1,7657.4,0,1,0,0,1,0,0,7,1.473611111111111,1.0023824484239188,4.290459441148391,0,1,4.673762977453703,8.943558363632143,106.35277777777777,1
1,0,1,1,44,1,0,0,0,0,0,0,0,1,1,20.5,865.05,0,0,1,1,0,0,0,1,0.4659090909090909,0.9590354767184035,3.8066624897703196,0,0,3.068052935133617,6.763942643616289,19.660227272727273,1
0,0,0,0,65,1,1,0,1,1,0,1,0,1,1,95.5,6153.85,0,1,0,0,0,1,0,5,1.4692307692307693,0.9913572291582763,4.189654742026425,0,1,4.56954300834494,8.724995667891045,94.6746153846154,1
0,0,0,0,3,1,1,0,0,0,1,1,0,0,0,64.6,174.2,0,0,0,0,0,1,0,4,21.53333333333333,0.8988648090815273,1.3862943611198906,1,0,4.183575695950044,5.165928178502291,58.06666666666666,0
1,0,0,0,24,1,0,0,0,0,1,0,0,0,1,51.1,1269.6,0,0,0,0,1,0,0,2,2.129166666666667,1.035225048923679,3.2188758248682006,0,0,3.9531649487593215,7.147244508832433,52.9,0
0,0,0,0,44,1,1,0,1,1,0,0,0,0,1,84.8,3862.55,1,1,0,1,0,0,0,4,1.9272727272727272,1.0352031518010292,3.8066624897703196,0,0,4.4520190064939165,8.25934172892313,87.78522727272728,1
0,1,1,0,72,1,1,1,1,1,1,1,1,2,0,89.1,6352.4,0,0,0,0,1,0,0,8,1.2374999999999998,0.9902107494700088,4.290459441148391,0,1,4.500920164614292,8.756745381664464,88.22777777777777,1
1,0,0,0,24,1,0,1,0,0,1,0,0,0,0,54.95,1348.5,0,0,0,0,0,1,0,3,2.2895833333333333,1.0225204731574158,3.2188758248682006,0,0,4.024458434757935,7.207489432458059,56.1875,0
1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,50.9,50.9,1,0,0,0,0,0,1,2,50.9,1.0,0.6931471805599453,1,0,3.949318790171843,3.949318790171843,50.9,0
1,0,1,0,22,1,0,0,0,0,0,0,0,0,1,20.45,471.55,0,0,1,1,0,0,0,1,0.9295454545454546,1.0481218048455212,3.1354942159291497,0,0,3.065724645374026,6.158143561441065,21.43409090909091,0
1,0,1,1,70,1,1,0,1,1,1,1,1,2,1,85.95,5931.75,0,0,0,0,1,0,0,7,1.227857142857143,0.9859137372226378,4.2626798770413155,0,1,4.465333240800292,8.688243128172127,84.73928571428571,1
1,0,1,1,25,1,1,0,0,0,0,1,0,0,0,60.35,1404.65,0,0,0,0,0,1,0,3,2.414,0.9310024855012428,3.258096538021482,0,0,4.116595171156921,7.2482551082379425,56.18600000000001,1
1,0,1,1,37,1,0,0,0,0,0,0,0,2,0,19.8,726.1,0,0,1,1,0,0,0,1,0.5351351351351351,0.9911274911274911,3.6375861597263857,0,0,3.0349529867072724,6.5890640196560115,19.624324324324323,1
0,1,1,1,22,1,1,0,0,0,0,1,0,0,0,85.35,1961.6,0,1,0,1,0,0,0,3,3.8795454545454544,1.0446823241199341,3.1354942159291497,0,0,4.458408804592688,7.582025403772393,89.16363636363636,0
0,0,1,1,59,1,1,0,0,1,1,1,0,2,1,72.1,4194.85,0,0,0,1,0,0,0,5,1.2220338983050847,0.9861186205599569,4.0943445622221,0,1,4.291828366755733,8.341851220545456,71.09915254237289,1
1,0,1,1,49,1,1,0,0,1,0,1,1,0,1,99.8,4872.45,1,1,0,0,0,1,0,5,2.036734693877551,0.9963702916036153,3.912023005428146,0,1,4.613138355637268,8.49155738415759,99.43775510204081,1
1,0,1,1,47,1,1,0,0,1,1,1,1,0,1,107.35,5118.95,1,1,0,1,0,0,0,6,2.2840425531914894,1.0145675806915142,3.871201010907891,0,0,4.685366727982368,8.540899952360869,108.91382978723404,1
0,0,1,1,31,1,0,0,0,0,0,0,0,0,1,19.55,658.95,1,0,1,0,0,0,1,1,0.6306451612903226,1.0872865275142314,3.4657359027997265,0,0,3.022860940942244,6.492164074574964,21.256451612903227,1
1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,81.05,81.05,0,1,0,0,0,1,0,2,81.05,1.0,0.6931471805599453,1,0,4.4073288175361,4.4073288175361,81.05,0
1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,20.5,76.95,0,0,1,0,0,1,0,1,6.833333333333333,1.251219512195122,1.3862943611198906,1,0,3.068052935133617,4.356067595503785,25.650000000000002,0
0,0,1,0,53,1,1,0,1,1,1,1,1,1,1,111.8,5809.75,0,1,0,1,0,0,0,7,2.1094339622641507,0.9804823303068148,3.9889840465642745,0,1,4.725616339063959,8.667464929294537,109.61792452830188,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20.2,20.2,0,0,1,0,0,0,1,1,20.2,1.0,0.6931471805599453,1,0,3.054001181677967,3.054001181677967,20.2,0
1,0,0,0,20,1,0,0,0,0,0,0,0,1,1,19.7,415.9,0,0,1,0,0,0,1,1,0.985,1.0555837563451775,3.044522437723423,0,0,3.0301337002713233,6.032846384886751,20.794999999999998,0
0,0,0,0,3,1,0,1,1,0,0,0,0,0,1,79.1,246.5,1,1,0,0,0,1,0,3,26.366666666666664,1.0387694900969238,1.3862943611198906,1,0,4.383275854074314,5.511410582008745,82.16666666666667,0
0,0,0,0,51,1,0,0,0,0,0,0,0,1,1,19.85,996.95,0,0,1,1,0,0,0,1,0.3892156862745098,0.9847878698078728,3.9512437185814275,0,1,3.0373539482448106,6.905703174856006,19.548039215686277,1
0,0,1,0,51,1,0,1,1,0,1,0,0,1,1,60.5,3145.15,0,0,0,1,0,0,0,4,1.1862745098039216,1.019332361043591,3.9512437185814275,0,1,4.119037174812473,8.053934762074721,61.66960784313726,1
0,0,1,1,13,1,0,0,0,0,0,0,0,2,0,19.55,265.3,0,0,1,0,0,0,1,1,1.5038461538461538,1.0438717292937243,2.6390573296152584,0,0,3.022860940942244,5.584623492819887,20.407692307692308,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20.9,20.9,0,0,1,0,0,0,1,1,20.9,1.0,0.6931471805599453,1,0,3.086486636822455,3.086486636822455,20.9,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,21.05,21.05,0,0,1,0,0,0,1,1,21.05,1.0,0.6931471805599453,1,0,3.093312601892855,3.093312601892855,21.05,0
1,0,0,0,63,1,1,1,1,1,1,0,0,1,0,71.5,4576.3,0,0,0,0,0,1,0,6,1.1349206349206349,1.015939615939616,4.1588830833596715,0,1,4.283586561860629,8.428864583622543,72.63968253968254,1
1,0,0,0,3,1,0,0,0,0,0,0,1,0,0,54.65,189.1,0,0,0,0,0,0,1,2,18.216666666666665,1.153400426959439,1.3862943611198906,1,0,4.019082077721554,5.247550249494384,63.03333333333333,0
1,0,0,0,46,1,0,0,0,0,0,0,0,2,0,19.2,908.15,0,0,1,0,1,0,0,1,0.41739130434782606,1.0282495471014492,3.8501476017100584,0,0,3.005682604407159,6.812510097065403,19.742391304347827,1
1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,49.8,49.8,0,0,0,0,1,0,0,2,49.8,1.0,0.6931471805599453,1,0,3.927896354584436,3.927896354584436,49.8,0
1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,25.5,215.2,1,0,0,0,0,0,1,0,3.1875,1.0549019607843138,2.1972245773362196,0,0,3.2771447329921766,5.376203905205108,26.9,0
0,0,1,1,71,1,0,0,0,0,0,0,0,2,0,20.5,1500.95,0,0,1,1,0,0,0,1,0.2887323943661972,1.0312263826863621,4.276666119016055,0,1,3.068052935133617,7.314519542821921,21.140140845070423,1
1,0,1,1,55,1,1,0,0,1,0,1,0,0,1,90.4,5099.15,0,1,0,0,1,0,0,4,1.6436363636363638,1.0255732099758648,4.02535169073515,0,1,4.515245478460105,8.537025230044605,92.71181818181817,1
0,0,0,0,70,1,1,0,1,1,1,0,0,1,1,90.25,6385.95,0,1,0,1,0,0,0,5,1.2892857142857144,1.0108349821923228,4.2626798770413155,0,1,4.513602992462601,8.762012125129507,91.22785714285715,1
0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,80.75,159.45,1,1,0,0,0,1,0,2,40.375,0.9873065015479875,1.0986122886681098,1,0,4.403665809777363,5.077982367555866,79.725,0
1,0,1,1,67,1,1,1,0,0,1,1,1,2,0,104.6,6885.75,0,1,0,1,0,0,0,6,1.5611940298507463,0.9825276105133987,4.219507705176107,0,1,4.659658371272161,8.837354554609945,102.7723880597015,1
1,0,1,0,65,1,1,0,1,0,0,1,0,0,1,91.85,5940.85,1,1,0,1,0,0,0,4,1.413076923076923,0.9950755830995353,4.189654742026425,0,1,4.530985287798715,8.689775811678336,91.39769230769231,1
1,0,1,0,14,1,0,0,0,1,0,0,0,0,0,50.2,668.85,0,0,0,0,1,0,0,2,3.585714285714286,0.9516932270916334,2.70805020110221,0,0,3.9357395320454622,6.507053806722995,47.775,0
0,0,1,1,20,1,1,0,0,1,1,0,1,0,1,95.5,1916.2,0,1,0,1,0,0,0,5,4.775,1.0032460732984294,3.044522437723423,0,0,4.56954300834494,7.558621067285476,95.81,0
1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,75.35,75.35,1,1,0,0,0,1,0,2,75.35,1.0,0.6931471805599453,1,0,4.335328031664641,4.335328031664641,75.35,0
1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,75.45,75.45,1,1,0,0,0,1,0,2,75.45,1.0,0.6931471805599453,1,0,4.336636932375072,4.336636932375072,75.45,0
0,0,1,1,49,1,1,0,0,0,0,1,1,0,1,95.4,4613.95,0,1,0,1,0,0,0,4,1.9469387755102041,0.9870256278612073,3.912023005428146,0,1,4.5685062016165,8.437056312642076,94.16224489795918,1
0,0,0,0,72,1,1,1,1,1,0,1,0,2,1,101.3,7261.25,0,1,0,1,0,0,0,6,1.4069444444444443,0.9955646045848415,4.290459441148391,0,1,4.627909672957581,8.890444977159751,100.85069444444444,1
0,0,1,0,46,1,1,1,0,0,0,0,0,0,0,53.1,2459.8,0,0,0,0,0,1,0,3,1.1543478260869566,1.0070416769016624,3.8501476017100584,0,0,3.9908341858524357,7.808241779311325,53.47391304347826,1
1,0,0,0,24,1,1,0,1,1,0,0,0,0,1,84.85,2048.8,0,1,0,1,0,0,0,4,3.5354166666666664,1.0060891769789826,3.2188758248682006,0,0,4.4526015873434845,7.625497506397463,85.36666666666667,0
0,0,1,1,5,0,0,0,1,0,1,0,0,0,0,34.25,163.55,0,0,0,0,0,1,0,2,6.85,0.955036496350365,1.791759469228055,1,0,3.5624655292582776,5.103214475389349,32.71,0
